model_name,best_precision,best_recall,best_f1,best_accuracy
XGBoost,0.6052631578947368,0.9583333333333334,0.7419354838709677,0.9544159544159544
LightGBM,0.95,0.8333333333333334,0.8636363636363636,0.9829059829059829
RandomForest,0.9,0.8333333333333334,0.6486486486486487,0.9628571428571429
