airdrop_name,positive,neutral,negative,total_words,total_upvotes,comment_count,average_comment_length,scam_probability,is_scam
Elys Network,3.34E-07,0,8.96E-09,4.41E-05,6.58E-08,7.61E-05,2.69E-05,-0.006884529,FALSE
Haven1,0.00151706,0,0.000167113,5.97E-05,0.000284834,0.00042389,3.30E-05,-21.54593145,FALSE
Helix,0.001062987,0,0.000365993,0.001792645,0.00259657,0.002293354,0.001436755,-0.402556179,FALSE
Kelp DAO,2.06E-06,0,7.69E-07,0.000187796,7.44E-07,0.000271724,0.000151722,-0.007214931,FALSE
mySwap,3.00E-07,0,4.07E-08,6.81E-05,5.18E-07,0.000173904,8.22E-05,-0.003660335,FALSE
Braavos,1.62E-07,0,0,5.41E-05,5.34E-08,5.43E-05,5.99E-05,-0.002773352,FALSE
Tortuga Finance,0,0,0,0,0,0,0,0,FALSE
BNB Chain,9.78E-05,0,7.32E-05,0.001676906,0.000135061,0.002315092,0.001448873,-0.022488756,FALSE
Aptin Finance,0,0,0,0,0,0,0,0,FALSE
UniRouter,4.32E-08,0,8.43E-09,7.54E-05,2.47E-08,2.17E-05,9.55E-05,-0.000450359,FALSE
Bitget Wallet,3.38E-05,0,2.92E-06,0.001241579,7.04E-06,0.001315146,0.001126767,-0.023589053,FALSE
Aptos,0.000182434,0,0.000629499,0.001642184,0.000316794,0.002869409,0.001426575,0.174411027,TRUE
beoble,4.34E-07,0,4.87E-08,3.06E-05,2.59E-07,6.52E-05,2.47E-05,-0.012003244,FALSE
Param Gaming,1.16E-06,0,4.29E-08,0.000189476,3.66E-07,0.000239117,0.000210617,-0.005527099,FALSE
XYRO,0.005932169,0,0.004605749,0.000809052,0.006228507,0.001282539,0.000548478,-2.683998264,FALSE
Plena,3.54E-07,0,0,1.53E-05,1.68E-07,4.35E-05,1.50E-05,-0.021460105,FALSE
Polyhedra Network,2.34E-06,0,6.28E-07,0.000421513,7.36E-07,0.00073909,0.000318229,-0.004063841,FALSE
DFlow,8.35E-07,0,0,0.00013478,2.55E-07,0.000413021,0.000151964,-0.005752588,FALSE
zkLend,6.76E-07,0,2.05E-08,0.000124326,5.88E-07,0.000228248,0.000115367,-0.004926253,FALSE
Defispot,2.49E-06,0,6.72E-07,0.000200863,7.97E-07,0.000293462,0.000189047,-0.009060868,FALSE
Boson Protocol,2.16E-06,0,3.04E-07,0.000220837,2.62E-06,0.0003152,0.000251335,-0.008062377,FALSE
Metis,2.20E-06,0,4.78E-07,0.000381378,2.75E-06,0.000347807,0.000468739,-0.004453242,FALSE
DistrictOne,2.09E-07,0,6.20E-07,4.83E-05,8.22E-08,0.00010869,4.77E-05,0.005266936,FALSE
Layer3,6.34E-07,0,5.12E-06,7.04E-05,2.56E-06,0.000173904,5.48E-05,0.044272923,TRUE
Entangle,0.000102769,0,3.73E-05,0.001238592,9.10E-05,0.000771697,0.001369619,-0.055216781,FALSE
Panther Protocol,2.54E-08,0,5.12E-09,8.79E-05,2.05E-08,0.000173904,5.55E-05,-0.000226421,FALSE
Memecoin,0.005471297,0,0.002683851,0.0039424,0.003528343,0.003847617,0.003712101,-0.795236115,FALSE
Teller,1.17E-05,0,5.41E-06,0.000919564,9.03E-06,0.000326069,0.00111998,-0.007568405,FALSE
Gomble Games,0,0,0,0,0,0,0,0,FALSE
Parallel Network,1.54E-06,0,5.18E-07,0.000306148,1.54E-06,0.000413021,0.000301748,-0.003428036,FALSE
Venom,0.001024579,0,0.001589294,0.000603522,0.000781475,0.000380414,0.000678629,0.330799998,TRUE
SYNTHR,1.52E-08,0,0,3.25E-05,8.22E-09,1.09E-05,3.78E-05,-0.000433083,FALSE
Wen Exchange,3.15E-05,0,3.77E-07,0.000117419,2.28E-05,0.000554318,0.000125546,-0.24632739,FALSE
YOLO Games,0.003495879,0,0.00078909,0.000255559,0.000568706,0.000923863,0.000205043,-10.46105379,FALSE
Lava,5.30E-05,0,0.000593273,0.000874761,0.000922017,0.000543449,0.001008976,0.434771892,TRUE
InvArch,1.54E-07,0,0,6.18E-05,1.03E-07,0.00010869,6.23E-05,-0.002312973,FALSE
KiloEx,1.29E-08,0,0,3.73E-06,8.22E-09,2.17E-05,2.18E-06,-0.003202934,FALSE
Hana Network,5.00E-06,0,7.34E-07,0.000119286,1.13E-06,0.000402152,8.10E-05,-0.034481251,FALSE
MetaStreet,6.00E-07,0,0,7.82E-05,5.22E-07,0.00010869,6.83E-05,-0.00711924,FALSE
NuLink,1.06E-06,0,3.13E-07,0.000114805,2.30E-07,0.000239117,9.53E-05,-0.00658904,FALSE
Ambit Finance,3.64E-07,0,2.85E-07,0.000109765,1.48E-07,0.000249986,0.000104945,-0.001196438,FALSE
Smart Layer,3.61E-05,0,3.01E-07,0.000164648,3.35E-06,0.000271724,0.000163356,-0.202223767,FALSE
MON Protocol,9.25E-08,0,2.27E-08,0.00013982,7.40E-08,0.000195642,0.000146875,-0.000496641,FALSE
Rio Network,0,0,0,0,0,0,0,0,FALSE
Optimism,0.00033832,0,0.000263786,0.004762839,0.000224037,0.004206293,0.005225444,-0.025832572,FALSE
Blaster,3.41E-06,0,7.96E-06,0.000474342,7.14E-05,0.000249986,0.000509214,0.005479295,FALSE
StarkNet,4.23E-05,0,1.45E-05,0.001296835,2.13E-05,0.00158687,0.001272914,-0.022197137,FALSE
AltLayer,5.31E-07,0,1.91E-07,7.75E-05,1.32E-07,0.000119559,8.17E-05,-0.004583472,FALSE
Pixels,0.000278137,0,0.000129296,0.000592508,0.000298946,0.000760828,0.0005938,-0.277709693,FALSE
Aftermath Finance,0,0,0,0,0,0,0,0,FALSE
AVNU,6.81E-06,0,1.30E-06,0.000316415,6.27E-06,0.000663007,0.000243579,-0.017003849,FALSE
Bluefin,7.98E-05,0,7.11E-06,0.001121546,1.58E-05,0.000945601,0.001365499,-0.061450813,FALSE
Overlay Protocol,3.60E-05,0,1.95E-05,0.005034639,0.000166561,0.002282485,0.004500765,-0.003830677,FALSE
ClayStack,1.37E-07,0,3.06E-09,0.000100431,4.11E-08,9.78E-05,0.000100583,-0.001243744,FALSE
Retro Bridge,1.42E-07,0,6.75E-09,9.15E-06,6.16E-08,2.17E-05,9.45E-06,-0.013925294,FALSE
Dymension,4.31E-06,0,3.32E-07,0.000233904,1.64E-06,0.000271724,0.00024164,-0.016071733,FALSE
INIT Capital,0,0,0,0,0,0,0,0,FALSE
BÂ² Network,0,0,0,0,0,0,0,0,FALSE
Pike,0.007945011,0,0.00904038,0.008306874,0.006554926,0.006847454,0.007962743,-0.099815291,FALSE
ZetaChain,5.77E-06,0,1.86E-06,0.000185182,2.44E-06,0.000293462,0.000219827,-0.021672387,FALSE
Partisia Blockchain,1.29E-07,0,1.04E-07,8.12E-05,2.55E-07,8.70E-05,8.85E-05,-0.000545043,FALSE
Aether,2.36E-05,0,3.97E-05,0.000295694,2.48E-05,0.000380414,0.000285751,0.023122204,TRUE
Nostra,0.000124282,0,0.000138788,0.000684166,9.39E-05,0.001097766,0.00078309,-0.021738974,FALSE
edeXa,4.25E-08,0,0,4.67E-06,3.70E-08,1.09E-05,3.39E-06,-0.00844504,FALSE
Undeads,5.72E-06,0,2.34E-07,0.000164274,4.12E-06,0.000336938,0.000202862,-0.031266219,FALSE
Aether Games,1.06E-07,0,0,1.34E-05,2.05E-08,3.26E-05,1.24E-05,-0.007289638,FALSE
Dmail Network,2.34E-08,0,0,2.91E-05,1.64E-08,4.35E-05,2.42E-05,-0.000747381,FALSE
Presearch,0.000111776,0,8.23E-06,8.74E-05,4.65E-05,0.000173904,8.89E-05,-1.119282481,FALSE
Bitcoin Virtual Machine,7.31E-07,0,2.60E-07,3.30E-05,5.88E-07,8.70E-05,2.98E-05,-0.014850506,FALSE
StackingDAO,1.60E-06,0,6.95E-07,0.000271053,7.27E-07,0.000304331,0.000306353,-0.003629337,FALSE
NAVI Protocol,1.30E-07,0,1.73E-08,2.63E-05,4.11E-08,4.35E-05,2.64E-05,-0.004114762,FALSE
Mind Network,0.006938455,0,0.021582629,0.00309116,0.011811805,0.002706375,0.003109818,2.971485283,TRUE
XION,8.32E-05,0,9.38E-05,0.000493383,4.09E-05,0.000543449,0.000504367,-0.018787251,FALSE
Ready To Fight,1.15E-05,0,1.44E-05,0.000593068,1.46E-05,0.00084778,0.000456136,-0.000465397,FALSE
BRC-20 DEX,0,0,0,1.87E-06,4.11E-09,1.09E-05,4.85E-07,0,FALSE
Web3Go,0,0,0,1.40E-05,0,2.17E-05,9.45E-06,0,FALSE
eesee,0,0,4.36E-08,3.57E-05,1.77E-07,2.17E-05,3.90E-05,0.000884703,FALSE
Unigraph Protocol,0,0,0,0,0,0,0,0,FALSE
Virtual Labs,0,0,0,0,0,0,0,0,FALSE
Manta Network,6.61E-06,0,1.25E-06,0.000192089,4.78E-06,0.000293462,0.000167234,-0.027241775,FALSE
Sound.xyz,1.12E-06,0,1.15E-06,0.000284867,4.73E-07,0.00042389,0.00032041,-0.000717636,FALSE
Reveel,4.58E-05,0,2.46E-05,0.000479196,3.74E-05,0.000923863,0.000498792,-0.051521017,FALSE
CARV,0.000905454,0,0.00081984,0.001385506,0.000721837,0.000467366,0.001677668,-0.178168202,FALSE
Swell,0.000789106,0,0.000157363,0.001510765,0.000790725,0.001358622,0.001656097,-0.409382638,FALSE
Frame,0.002300395,0,0.001658567,0.011164316,0.002402262,0.005380142,0.012136555,-0.083690705,FALSE
TeleportDAO,6.78E-07,0,1.68E-06,0.000307268,1.59E-06,0.000293462,0.000334467,0.001905814,FALSE
Seamless Protocol,4.07E-07,0,1.14E-07,0.000109579,2.18E-07,0.000141297,8.48E-05,-0.002689413,FALSE
BRC20,4.17E-07,0,1.18E-06,0.000333776,1.17E-06,0.000771697,0.000285267,0.001402995,FALSE
Kinza Finance,1.36E-09,0,4.45E-08,1.53E-05,8.22E-09,2.17E-05,1.79E-05,0.002024176,FALSE
Elusiv,0.000209093,0,7.93E-05,0.001590662,0.00034044,0.002021629,0.001424879,-0.085892114,FALSE
Marinade,1.58E-06,0,4.19E-06,0.000164834,1.10E-05,0.000239117,0.000148814,0.009482111,FALSE
Jito,4.94E-06,0,9.93E-07,0.00140828,3.18E-06,0.001097766,0.001306846,-0.002746839,FALSE
Term Structure,3.92E-05,0,0.000120547,0.001006181,0.000104666,0.001293408,0.001004856,0.050619741,TRUE
Hinkal,5.50E-07,0,1.12E-06,6.03E-05,3.56E-06,0.000130428,5.94E-05,0.004965027,FALSE
Patex,1.91E-06,0,2.84E-07,0.000149714,1.24E-06,0.000249986,0.000157054,-0.010440967,FALSE
Pyth Network,1.19E-06,0,2.81E-07,0.000132726,5.14E-07,0.000173904,0.000132333,-0.00681372,FALSE
Meuna,1.97E-05,0,0,2.69E-05,1.25E-05,7.61E-05,2.35E-05,-0.679749036,FALSE
Satori,3.24E-08,0,0,0.000245478,3.29E-08,0.000282593,0.000256182,-0.000122607,FALSE
marginfi,1.50E-07,0,0,4.05E-05,1.48E-07,7.61E-05,3.68E-05,-0.003430278,FALSE
Scroll Name Service,0,0,0,0,0,0,0,0,FALSE
Aori,0.003610108,0,0.000923495,0.001807206,0.004265517,0.001597739,0.001931427,-1.484131446,FALSE
GRVT,5.78E-07,0,3.76E-08,6.79E-05,1.85E-07,0.00010869,5.99E-05,-0.00748733,FALSE
ShanHai,4.01E-06,0,6.55E-06,0.000250332,9.53E-07,0.000293462,0.000196075,0.004064342,FALSE
Tezos Domains,8.15E-07,0,0,2.31E-05,1.92E-06,1.09E-05,2.76E-05,-0.032678822,FALSE
Derivio,0,0,0,1.68E-06,8.22E-09,1.09E-05,9.69E-07,0,FALSE
Celestia,0.000154835,0,0.000118859,0.001323343,0.000173892,0.001510787,0.001476503,-0.043570936,FALSE
BlueLight,0.004645442,0,0.012998948,0.000107525,0.006565713,0.000380414,0.000107126,47.42367638,TRUE
Forcefi,2.13E-07,0,5.05E-07,5.97E-06,4.11E-08,2.17E-05,1.94E-06,0.028052326,TRUE
Juice,0.001448892,0,0.000572106,0.001285074,0.002899502,0.001467312,0.000924875,-0.724157966,FALSE
Karak,0.000728916,0,0.000430326,0.001611756,0.000382317,0.00243465,0.001608836,-0.226459211,FALSE
RedStone,6.37E-07,0,5.05E-07,0.000339003,2.92E-06,0.000347807,0.000355553,-0.000665032,FALSE
OKX,0.000342842,0,0.000186107,0.001709388,0.000446763,0.001412967,0.0018243,-0.107331394,FALSE
Mangrove,0.002092482,0,0.006739962,0.000407326,0.003876021,0.001184718,0.000312654,7.211473531,TRUE
Altitude,8.52E-05,0,5.18E-05,0.000184435,8.94E-05,0.000152166,0.00020989,-0.225404422,FALSE
Ambient,8.80E-05,0,8.49E-05,0.000330976,2.82E-05,0.000184773,0.00039821,-0.061181519,FALSE
Connext,3.40E-06,0,5.42E-06,0.00020553,4.22E-06,0.000206511,0.00019244,0.003744314,FALSE
Okto x QuickSwap,0,0,0,0,0,0,0,0,FALSE
Clipper,0.001955776,0,0.001818812,0.00195916,0.002370762,0.002695506,0.001589689,-0.254435263,FALSE
MoonlandMeta,0,0,0,0,0,0,0,0,FALSE
Basilisk,0.000184495,0,8.67E-05,0.000833693,0.00052994,0.001608608,0.000949111,-0.130072278,FALSE
Lightlink,6.09E-05,0,8.22E-06,0.000373724,1.37E-05,0.000793435,0.000406693,-0.13531016,FALSE
Extra Finance,1.57E-06,0,6.50E-07,0.000595682,5.18E-07,0.000543449,0.000725164,-0.001651027,FALSE
Chainflip,2.04E-07,0,5.69E-07,0.000122832,4.27E-07,0.000206511,0.000127485,0.001810477,FALSE
Web3Eco,0,0,0,0,0,0,0,0,FALSE
Hubble Exchange,5.08E-07,0,2.33E-07,4.27E-05,2.51E-07,4.35E-05,4.70E-05,-0.007094569,FALSE
HMX,0.000159609,0,4.03E-05,0.000610989,5.23E-05,0.00084778,0.000604465,-0.194738844,FALSE
MELD,0.00011185,0,6.56E-05,0.001197897,0.000120723,0.001728167,0.000862344,-0.047000007,FALSE
Worldcoin,0.00072935,0,0.000210925,0.002563241,0.000313042,0.003401989,0.001767586,-0.204522533,FALSE
DX25,1.32E-05,0,1.34E-06,8.38E-05,4.12E-06,0.000184773,9.06E-05,-0.13463901,FALSE
Tsunami Finance,1.71E-06,0,1.05E-06,0.000201983,1.90E-06,0.000239117,0.000219585,-0.004088037,FALSE
TapiocaDAO,0,0,0,0,0,0,0,0,FALSE
Archway,1.09E-06,0,1.19E-07,0.000101925,3.45E-07,6.52E-05,0.000121184,-0.00903955,FALSE
zkSync id,0,0,0,0,0,0,0,0,FALSE
Polygon zkEVM,0.000168134,0,9.51E-05,0.001034929,9.33E-05,0.001152111,0.001146156,-0.084270157,FALSE
Diva,3.45E-05,0,1.76E-05,0.000702647,5.82E-05,0.000597794,0.000793996,-0.027441564,FALSE
Vela Exchange,7.73E-08,0,1.30E-07,0.000103045,2.22E-07,0.000206511,9.38E-05,0.000214789,FALSE
Letit,9.67E-07,0,8.12E-08,7.30E-05,2.14E-07,0.000141297,5.24E-05,-0.011489479,FALSE
WhiteBIT,0.000690283,0,0.000119246,0.00120611,0.000427497,0.00158687,0.000795208,-0.459621282,FALSE
Maverick Protocol,3.60E-06,0,2.27E-07,0.000311001,2.70E-06,0.000456497,0.000286236,-0.010223886,FALSE
Tevaera,0,0,0,0,0,0,0,0,FALSE
Velar,6.23E-06,0,3.49E-07,0.000192836,1.04E-05,0.000119559,0.000224917,-0.028654354,FALSE
LunaFi,6.01E-08,0,9.23E-09,4.20E-05,2.47E-08,4.35E-05,4.73E-05,-0.001169558,FALSE
DBOE,6.22E-08,0,2.44E-08,6.81E-05,2.88E-08,3.26E-05,7.63E-05,-0.00058854,FALSE
Range Protocol,2.78E-07,0,5.62E-08,0.00055704,1.19E-07,0.000586925,0.000598648,-0.00039001,FALSE
Cedro Finance,0,0,0,0,0,0,0,0,FALSE
DigiFinex,4.05E-06,0,4.08E-07,0.000222891,5.02E-06,0.000467366,0.000230734,-0.015524089,FALSE
BYDFi,9.46E-07,0,1.23E-06,0.000249959,9.66E-07,0.000521711,0.000198984,6.25E-05,FALSE
Magic Square,2.23E-05,0,0,7.37E-05,6.78E-06,0.000282593,5.28E-05,-0.280579141,FALSE
StarkNet ID,0,0,0,0,0,0,0,0,FALSE
Aark Digital,0,0,0,0,0,0,0,0,FALSE
MUFEX,1.88E-08,0,0,1.87E-05,8.22E-09,2.17E-05,1.99E-05,-0.000935767,FALSE
Foxify,7.68E-08,0,2.19E-08,0.000102112,5.34E-08,6.52E-05,0.000108338,-0.000542344,FALSE
PulseChain,4.79E-05,0,0.000145308,0.001216564,5.80E-05,0.001304277,0.001297636,0.049896054,TRUE
Housebets.io,5.10E-05,0,2.42E-09,8.81E-05,1.49E-05,0.000380414,4.77E-05,-0.537497609,FALSE
DexCheck,1.86E-06,0,0,0.000154941,5.59E-07,0.000336938,0.000154388,-0.011170142,FALSE
Rebel Bots,1.35E-07,0,3.48E-07,4.16E-05,8.22E-08,8.70E-05,4.14E-05,0.003043338,FALSE
Hord,0.000753151,0,0.000814285,0.000997407,0.000834545,0.00084778,0.001103742,-0.109800244,FALSE
Cashmere,0.001214876,0,0.00016814,0.000676512,0.000312614,0.00116298,0.000760549,-1.486826702,FALSE
5ireChain,9.76E-08,0,7.00E-09,7.56E-05,1.85E-07,7.61E-05,4.77E-05,-0.001130638,FALSE
zkSync Name Service,0,0,0,0,0,0,0,0,FALSE
Yum Yum,2.31E-06,0,4.64E-05,0.000396312,2.62E-05,0.000652138,0.000435777,0.079366981,TRUE
ZKX,0,0,0,4.16E-05,0,2.17E-05,5.07E-05,0,FALSE
Increment,0.000872555,0,0.000147946,0.001742429,0.000438979,0.001836857,0.00187035,-0.40331712,FALSE
The Lost Wallet,0.007017133,0,0.007050499,0.001954119,0.009225488,0.002108581,0.001568118,-0.720818876,FALSE
Linea,0.001856349,0,0.000357955,0.004203373,0.000875522,0.002684637,0.004617586,-0.348248345,FALSE
Polynomial Protocol,0,0,0,0,0,0,0,0,FALSE
SyncSwap,1.36E-06,0,4.26E-07,7.64E-05,4.85E-07,0.000195642,5.91E-05,-0.01249401,FALSE
Daoversal,0,0,0,0,0,0,0,0,FALSE
Velvet.Capital,0,0,0,0,0,0,0,0,FALSE
Huma Finance,4.85E-07,0,0,1.83E-05,1.73E-07,2.17E-05,1.82E-05,-0.024596347,FALSE
SnowCone,7.83E-07,0,5.60E-08,2.30E-05,1.81E-07,4.35E-05,2.40E-05,-0.029881843,FALSE
Arbitrum,0.000420441,0,0.000370811,0.005873372,0.000367785,0.004521493,0.006489391,-0.020733192,FALSE
Quasar,7.83E-08,0,1.39E-07,7.45E-05,3.41E-07,9.78E-05,7.30E-05,0.00037179,FALSE
Dune Analytics,9.63E-07,0,2.09E-07,0.000138327,5.01E-07,0.000260855,0.000143239,-0.005362665,FALSE
SPACE ID,1.54E-06,0,6.70E-07,0.000346283,1.07E-06,0.000608663,0.000286721,-0.002734445,FALSE
Legends of Elysium,3.73E-08,0,1.11E-07,4.69E-05,7.81E-08,5.43E-05,3.10E-05,0.000973779,FALSE
Tide Exchange,0,0,0,5.41E-06,0,1.09E-05,3.15E-06,0,FALSE
AlienSwap,1.89E-07,0,3.15E-08,5.88E-05,6.58E-08,8.70E-05,1.41E-05,-0.002590833,FALSE
ZigZag,4.38E-06,0,2.14E-05,0.000354497,7.30E-06,0.000380414,0.000317744,0.032155338,TRUE
Collab.Land,4.64E-06,0,4.17E-06,0.00070526,4.06E-06,0.000717352,0.00074019,-0.001821598,FALSE
Nexon Finance,0,0,0,0,0,0,0,0,FALSE
EZ Finance,3.80E-08,0,1.57E-09,3.81E-05,4.93E-08,3.26E-05,4.00E-05,-0.000896976,FALSE
Olive,0.00918548,0,0.006511329,0.003150523,0.018050849,0.003956307,0.002509231,-1.209786464,FALSE
Enchanter Finance,0,0,0,0,0,0,0,0,FALSE
Mayan,6.16E-05,0,1.84E-06,0.000947192,1.69E-05,0.000586925,0.001164091,-0.058990976,FALSE
Sudoswap,1.26E-07,0,1.03E-06,0.000289534,3.33E-07,0.000402152,0.00028866,0.002179167,FALSE
Timeless,0.000223259,0,0.000351084,0.001778084,0.00014884,0.001195587,0.002037099,0.026409546,TRUE
BillionAir,0.005513726,0,0.003244892,0.005819049,0.004443255,0.004825825,0.005769317,-0.475737676,FALSE
SupraOracles,1.49E-07,0,4.97E-08,5.26E-05,7.81E-08,7.61E-05,4.56E-05,-0.001936486,FALSE
IPOR,7.20E-06,0,8.12E-07,0.000406953,6.36E-06,0.000217379,0.000456378,-0.014974468,FALSE
Neptune Mutual,1.30E-07,0,0,2.00E-05,4.93E-08,4.35E-05,1.67E-05,-0.006037213,FALSE
NFT3,1.85E-06,0,2.98E-07,0.000166701,6.99E-07,0.000239117,0.000152934,-0.008987536,FALSE
Demex,3.15E-05,0,9.74E-07,0.000482183,4.15E-05,0.000478235,0.000486674,-0.059131098,FALSE
Specular,0.000341691,0,0.000182819,0.000906683,0.003609343,0.001554263,0.000728314,-0.203801371,FALSE
Hashstack,4.66E-07,0,1.59E-07,4.27E-05,1.08E-06,5.43E-05,4.36E-05,-0.007431028,FALSE
Brine,0.000279426,0,0.000240575,0.000734381,0.000179226,0.001043422,0.00080054,-0.115987656,FALSE
V2X,5.22E-07,0,2.95E-07,0.000487223,8.18E-07,0.000684745,0.000551144,-0.000556834,FALSE
Supernova,0.000283849,0,0.00030868,0.000276466,0.000273335,0.000326069,0.000227341,-0.144604633,FALSE
Bebop,2.46E-05,0,8.72E-05,0.001001514,3.87E-05,0.000608663,0.001170878,0.040250748,TRUE
KwikTrust,9.49E-08,0,4.48E-08,4.09E-05,1.11E-07,7.61E-05,4.02E-05,-0.001362591,FALSE
Phi,0.01859138,0,0.017136691,0.03488984,0.036657031,0.019151133,0.039108669,-0.138981714,FALSE
Plenty,0.004376903,0,0.006894601,0.019581328,0.006724277,0.006901799,0.023307517,0.047447928,TRUE
Swing,0.001565984,0,0.001253931,0.004328445,0.002271577,0.002978099,0.004778034,-0.126062033,FALSE
Spectrum Finance,3.39E-06,0,8.42E-07,0.000240998,1.97E-06,0.000326069,0.000162871,-0.010530569,FALSE
Harbor Protocol,1.14E-07,0,2.64E-09,2.93E-05,1.44E-07,7.61E-05,2.28E-05,-0.003538916,FALSE
Sentiment,0.000829324,0,0.001532759,0.005739712,0.001337235,0.003565024,0.006311493,0.05922626,TRUE
Vertex,1.20E-07,0,1.47E-08,9.37E-05,5.34E-07,0.000163035,9.45E-05,-0.001077845,FALSE
Voltz,0.000168424,0,0.000115817,0.000473969,9.79E-05,0.000923863,0.000538541,-0.15290744,FALSE
objkt.com,1.08E-05,0,1.19E-06,0.000486476,7.42E-06,0.000793435,0.000492733,-0.018753944,FALSE
TiTi Protocol,0,0,0,3.73E-06,0,1.09E-05,2.42E-07,0,FALSE
JediSwap,0,0,0,0,0,0,0,0,FALSE
Uniswap,0.001525396,0,0.001318899,0.008807724,0.001409868,0.006684419,0.009402406,-0.052334317,FALSE
Across,0.007767728,0,0.006606264,0.020018149,0.009693555,0.009162546,0.02311847,-0.121232216,FALSE
Mean Finance,2.38E-08,0,1.75E-08,6.05E-05,3.70E-08,9.78E-05,4.36E-05,-0.000156461,FALSE
Key App,5.35E-05,0,1.79E-05,0.000793931,2.41E-05,0.001249932,0.000818233,-0.046259345,FALSE
ParaSpace,8.71E-07,0,3.03E-07,0.000175848,3.49E-07,0.000358676,0.000140331,-0.003349797,FALSE
Layerswap,0.000180201,0,0.000104853,0.00048965,0.000126122,0.000586925,0.00042487,-0.18654636,FALSE
Aboard,1.93E-05,0,1.59E-05,0.000541546,1.01E-05,0.000586925,0.000590165,-0.011735398,FALSE
MUN,0.023622845,0,0.023442739,0.091259311,0.028657216,0.058648986,0.0986528,-0.054280317,FALSE
Via Protocol,6.58E-07,0,1.40E-06,0.001289554,9.99E-07,0.000793435,0.001063024,0.000314531,FALSE
ChainHop,0,0,0,4.13E-05,0,0.000130428,4.19E-05,0,FALSE
Cega,2.51E-08,0,2.87E-09,4.39E-05,1.32E-07,5.43E-05,4.00E-05,-0.000482819,FALSE
Wombat,0.100017741,0,0.022461941,0.001038663,0.036688375,0.001923808,0.000842954,-73.71928539,FALSE
MTG,0.00082785,0,0.000812163,0.003111134,0.000845625,0.003206347,0.003340067,-0.057980068,FALSE
Arrakis Finance,2.09E-08,0,0,2.37E-05,1.64E-08,2.17E-05,2.54E-05,-0.000818312,FALSE
Dolomite,0.000319715,0,0.00016516,0.000568054,0.00084117,0.001217325,0.000623854,-0.311892711,FALSE
Deepwaters,0,0,0,0,0,0,0,0,FALSE
BlueMove,9.32E-06,0,0,0.000182569,2.79E-06,0.001032553,8.65E-05,-0.047386389,FALSE
OptiFi,9.10E-07,0,5.99E-06,0.000220837,1.84E-06,0.000304331,0.000218858,0.015821343,TRUE
Alpha Road,4.58E-07,0,0,1.46E-05,1.07E-07,4.35E-05,5.33E-06,-0.029195402,FALSE
Sei,0.006151512,0,0.007734207,0.009062723,0.008096357,0.005651867,0.009158342,-0.012154795,FALSE
OpenChat,3.64E-07,0,1.10E-07,0.000123206,2.42E-07,0.000152166,0.00012385,-0.002096418,FALSE
RabbitX,6.58E-07,0,0,1.08E-05,5.75E-08,2.17E-05,3.39E-06,-0.056422543,FALSE
The Granary,7.53E-06,0,4.42E-06,0.000449328,5.91E-06,0.00084778,0.000532239,-0.00842033,FALSE
Metaplex,6.52E-08,0,2.44E-07,8.74E-05,1.27E-07,0.00010869,9.60E-05,0.001329531,FALSE
Tectum,3.34E-05,0,1.27E-07,8.25E-05,1.18E-05,9.78E-05,7.95E-05,-0.374589071,FALSE
Onomy Protocol,1.18E-07,0,5.32E-08,7.80E-05,1.64E-07,9.78E-05,8.02E-05,-0.000905888,FALSE
Blur,0.001044091,0,0.000881928,0.003539554,0.001426602,0.002825933,0.004061595,-0.093395633,FALSE
Trustless,0.000701028,0,0.000815477,0.00549554,0.000518606,0.003043313,0.006337427,-0.010967884,FALSE
Verida,4.11E-05,0,1.30E-05,0.000231851,3.26E-05,0.000489104,0.000238005,-0.123879904,FALSE
Xai,4.87E-06,0,1.06E-05,0.000334523,7.68E-06,0.000586925,0.000335194,0.009387879,FALSE
Commodo,1.57E-05,0,1.43E-05,0.000508317,3.90E-05,0.000923863,0.00057223,-0.008230195,FALSE
Stratos,8.54E-05,0,2.23E-05,0.000136273,6.56E-05,0.000195642,0.000112459,-0.463632933,FALSE
Teritori,0.000482217,0,0.005365447,0.000324815,0.000546502,0.001054291,0.000372277,10.58100535,TRUE
XEN Crypto,5.47E-08,0,3.08E-08,3.45E-05,7.81E-08,3.26E-05,3.76E-05,-0.000825267,FALSE
Binance Account Bound (BAB),1.98E-06,0,5.13E-07,0.000349457,1.67E-06,0.000684745,0.000230007,-0.004193791,FALSE
ZKEX,0,0,0,0,0,0,0,0,FALSE
Helio Protocol,2.27E-05,0,3.52E-06,0.000965672,2.19E-05,0.000978208,0.001159971,-0.019166089,FALSE
Karate Combat,1.63E-05,0,3.15E-05,0.000737182,7.55E-06,0.000749959,0.000671843,0.010347799,TRUE
Conic Finance,1.86E-06,0,8.05E-06,0.000441488,2.06E-06,0.000826042,0.000393363,0.009296023,FALSE
HTX,1.29E-06,0,2.13E-07,0.000473036,2.24E-06,0.000206511,0.000574653,-0.00220464,FALSE
Odos,0.000439082,0,9.73E-05,0.001711254,0.000151137,0.001260801,0.001988141,-0.196970153,FALSE
Ragnar Protocol,0,0,0,0,0,0,0,0,FALSE
AllStars Digital,0,0,0,0,0,0,0,0,FALSE
KuCoin,0.000881954,0,0.002428779,0.004889218,0.000699448,0.006054019,0.00474386,0.192216247,TRUE
Xiroverse,0,0,0,0,0,0,0,0,FALSE
