airdrop_name,positive,neutral,negative,total_words,total_upvotes,comment_count,average_comment_length,scam_probability,is_scam
CFun,9.95E-07,0,1.95E-07,0.000135153,1.80E-06,0.000173904,0.00011367,-0.005785787,FALSE
Coin Governance System,0,0,0,0,0,0,0,0,FALSE
Cryde,0.000166618,0,7.18E-05,0.000350763,3.82E-05,0.00084778,0.000342465,-0.29271923,FALSE
Belotto,5.30E-07,0,0,5.60E-06,3.99E-07,2.17E-05,2.91E-06,-0.087893878,FALSE
Terra Virtua,5.95E-07,0,9.63E-08,0.000195076,7.19E-07,0.000380414,0.000144451,-0.002473832,FALSE
Olympus Labs,2.37E-06,0,1.20E-06,0.000390525,1.41E-06,0.000543449,0.000421962,-0.00340401,FALSE
Proton,0.00197587,0,0.004170059,0.001564901,0.006061721,0.001728167,0.001301998,0.75730788,TRUE
Touch. Social Network,0,0,0,0,0,0,0,0,FALSE
Zeex,1.05E-06,0,8.98E-08,0.000197129,1.26E-06,0.000173904,0.000215949,-0.004630298,FALSE
AutoBay,2.00E-06,0,5.43E-08,0.000252572,2.98E-06,0.000358676,0.000229037,-0.007188831,FALSE
CargoChain,5.54E-08,0,1.27E-09,3.32E-05,1.03E-07,3.26E-05,3.59E-05,-0.001520766,FALSE
4NEW,5.71E-06,0,2.37E-06,0.000625363,9.33E-06,0.000978208,0.00065924,-0.005727561,FALSE
Moveco,0,0,0,1.87E-06,8.22E-09,1.09E-05,1.70E-06,0,FALSE
GladAge,1.03E-08,0,0,3.55E-06,8.22E-09,1.09E-05,2.67E-06,-0.002690938,FALSE
Indorse,5.09E-07,0,2.73E-08,0.000140007,1.44E-06,0.000173904,0.000137907,-0.00323027,FALSE
Unboxed,8.37E-05,0,5.34E-05,0.00064123,9.25E-05,0.00106516,0.000639608,-0.060906348,FALSE
MetaMorph,4.15E-05,0,3.49E-05,0.000297934,3.21E-05,0.000326069,0.000297627,-0.044496796,FALSE
Delicia,0.00016851,0,0.000605021,0.001668132,0.0011434,0.003554155,0.001491287,0.168821718,TRUE
0Chain,5.05E-06,0,1.52E-06,0.000647391,1.13E-05,0.000869518,0.000675721,-0.005543609,FALSE
Esports Chain,0,0,0,0,0,0,0,0,FALSE
Smart Trip Platform,1.31E-08,0,3.89E-09,2.78E-05,8.22E-09,1.09E-05,3.44E-05,-0.000334486,FALSE
TrustNote,0,0,0,0.000131046,0,0.000184773,0.000127485,0,FALSE
Parsec Frontiers,1.11E-06,0,8.41E-07,0.00105341,1.92E-06,0.000217379,0.001318237,-0.00040287,FALSE
Mine Coin,1.50E-06,0,1.94E-06,0.000170995,1.64E-06,9.78E-05,0.000203104,4.25E-05,FALSE
BITRUST,6.55E-06,0,1.41E-07,0.000254252,8.18E-06,0.000706483,0.000233885,-0.023521706,FALSE
DeepToken,7.80E-09,0,1.71E-08,3.83E-05,5.75E-08,7.61E-05,2.59E-05,0.000133513,FALSE
Workcoin,1.33E-06,0,2.65E-06,5.10E-05,3.27E-06,0.000163035,4.12E-05,0.013424807,TRUE
McFly,4.83E-07,0,1.84E-07,0.000179395,6.41E-07,0.000293462,8.05E-05,-0.001756329,FALSE
CoinMetro,9.14E-05,0,2.30E-05,0.000794864,0.000122991,0.001173849,0.00074528,-0.085838615,FALSE
Kryptono Exchange,7.07E-07,0,8.59E-08,0.00021169,1.44E-06,0.000282593,0.000196318,-0.002807192,FALSE
dApp Builder,7.17E-07,0,2.54E-07,0.00014318,4.73E-07,0.000195642,0.000116094,-0.003361436,FALSE
PreVUE,0.000298598,0,0.000247933,0.000761076,0.000310806,0.001336884,0.000820657,-0.128300176,FALSE
EthicHub Twitter,0,0,0,0,0,0,0,0,FALSE
Urbit,2.22E-06,0,3.62E-06,0.000734195,1.38E-05,0.000673876,0.000848044,0.000757972,FALSE
Boosto,0.002378742,0,0.002497982,0.000437194,0.007621234,0.001239063,0.000529573,-0.913445521,FALSE
Assettoken,4.50E-08,0,0,3.17E-06,2.47E-08,2.17E-05,1.21E-06,-0.013172765,FALSE
Anything App,3.00E-05,0,2.77E-06,0.0001303,2.21E-05,0.000217379,0.000125546,-0.198242489,FALSE
Pointium,9.68E-09,0,0,1.42E-05,2.05E-08,2.17E-05,1.60E-05,-0.000633299,FALSE
BIOK,0.000144386,0,7.29E-05,4.39E-05,9.96E-05,5.43E-05,4.75E-05,-1.851098657,FALSE
BITMILLEX,1.14E-07,0,1.27E-07,2.65E-05,5.18E-07,6.52E-05,2.86E-05,-0.000504022,FALSE
Bidipass,8.96E-09,0,0,1.57E-05,3.29E-08,2.17E-05,2.42E-06,-0.000530518,FALSE
Sentinel Protocol,6.26E-06,0,1.43E-06,0.000983033,9.85E-06,0.00127167,0.001042665,-0.004855253,FALSE
MoneyToken,1.28E-08,0,1.60E-09,9.02E-05,7.40E-08,6.52E-05,0.000103976,-0.000118568,FALSE
Bitsum,8.43E-07,0,4.49E-07,0.00020833,1.59E-06,0.000271724,0.000212556,-0.002195483,FALSE
Endorsit,4.64E-06,0,4.53E-07,0.000103792,1.28E-05,0.000293462,8.60E-05,-0.038293333,FALSE
SDChain,1.48E-07,0,7.92E-08,0.000101551,6.29E-07,0.000141297,0.000102037,-0.000790427,FALSE
Mingo,0.000202808,0,0.001397542,0.001103812,0.000255196,0.001510787,0.001256676,0.746093598,TRUE
LibertyLance,0,0,0,0,0,0,0,0,FALSE
Block Broker,2.73E-07,0,1.35E-06,4.82E-05,8.75E-07,0.000119559,3.85E-05,0.015090839,TRUE
Hyperion,4.51E-06,0,1.10E-07,0.000189289,1.59E-06,0.000217379,0.000177413,-0.021713947,FALSE
Golden Currency,0.000461974,0,0.00042917,0.000454555,0.002076131,0.001249932,0.000367187,-0.259756274,FALSE
DigiPulse,4.50E-05,0,8.86E-05,0.001152161,7.13E-05,0.001130373,0.001284548,0.019457331,TRUE
EXCHAIN,0.000809018,0,5.48E-07,0.000247345,0.000367477,0.000380414,0.000250366,-3.034189472,FALSE
Spindle,3.47E-06,0,1.42E-05,0.000566187,4.35E-05,0.000619532,0.000613675,0.012423031,TRUE
SEDA,0.000247711,0,0.000367178,0.001152161,0.000140247,0.000597794,0.001268067,0.031171922,TRUE
ViValid,5.48E-06,0,7.26E-07,0.000335083,6.27E-06,0.000510842,0.000365975,-0.013623124,FALSE
MBYS,6.67E-06,0,1.01E-05,0.001600369,1.99E-05,0.00073909,0.001668701,0.000719222,FALSE
Xenchain,6.78E-09,0,2.13E-09,1.83E-05,2.47E-08,1.09E-05,2.01E-05,-0.00025995,FALSE
Kakushin,6.16E-09,0,0,1.21E-05,8.22E-09,2.17E-05,1.14E-05,-0.000470919,FALSE
EVO,0.010591513,0,0.010179558,0.029929872,0.013055285,0.0202489,0.033394127,-0.082217725,FALSE
Strykz,3.83E-08,0,1.38E-08,1.96E-05,6.58E-08,6.52E-05,1.28E-05,-0.001303153,FALSE
KELTA,2.53E-06,0,1.79E-06,0.000838546,2.11E-05,0.001043422,0.000783332,-0.001261535,FALSE
RAWG,2.07E-05,0,2.85E-06,0.000523065,1.52E-05,0.000771697,0.000527149,-0.032840882,FALSE
AICT,3.14E-05,0,2.10E-05,0.000991807,9.91E-05,0.001630346,0.001091381,-0.014095569,FALSE
Meshbox,2.82E-05,0,8.49E-06,0.000784224,1.53E-05,0.000999946,0.000830109,-0.025528033,FALSE
eosDAC,1.34E-06,0,4.07E-06,0.000293267,5.21E-06,0.000195642,0.000332286,0.005818406,FALSE
EatMeCoin,0,0,0,0,0,0,0,0,FALSE
Superset,7.57E-06,0,2.63E-06,0.001107919,9.16E-06,0.00084778,0.001283336,-0.004618015,FALSE
Coinpaws,1.84E-07,0,0,4.82E-05,5.79E-07,6.52E-05,4.65E-05,-0.003549172,FALSE
Trident Group,8.82E-09,0,6.51E-09,7.52E-05,4.11E-08,0.00010869,7.59E-05,-4.62E-05,FALSE
Prontapay,0,0,0,1.05E-05,0,2.17E-05,9.21E-06,0,FALSE
Akaiito,4.10E-09,0,0,8.40E-06,8.22E-09,2.17E-05,8.00E-06,-0.000453263,FALSE
SmartO,3.97E-06,0,3.29E-06,0.000375964,3.73E-06,0.000456497,0.000458317,-0.00346265,FALSE
ENTRY,0.00153164,0,0.001534856,0.011056604,0.003687453,0.004891039,0.013169768,-0.028073155,FALSE
Digitize,0.000274647,0,0.000127672,0.000287667,0.000198438,0.000347807,0.000300051,-0.564827416,FALSE
VinChain,2.09E-08,0,7.96E-09,0.00020217,9.04E-08,0.000217379,0.000216192,-6.73E-05,FALSE
Bit.Game,5.63E-06,0,7.30E-08,0.000467435,1.03E-05,0.000902125,0.000328166,-0.011068903,FALSE
Pecunio,7.77E-06,0,3.75E-06,0.000359724,1.12E-05,0.000706483,0.000281873,-0.012504636,FALSE
LabStart,2.37E-08,0,0,2.99E-06,2.05E-08,1.09E-05,7.27E-07,-0.007370518,FALSE
Vexanium,9.39E-08,0,0,0.000126753,1.40E-07,0.000119559,0.000116579,-0.00068788,FALSE
QRYPTOS Exchange,1.07E-09,0,6.35E-10,4.03E-05,1.23E-08,5.43E-05,4.22E-05,-1.31E-05,FALSE
THEKEY,0.000200928,0,4.74E-05,0.000790011,0.000294791,0.001412967,0.000810962,-0.192637207,FALSE
EchoLink,4.44E-05,0,5.33E-05,0.000547893,5.61E-05,0.001076028,0.000554779,-0.004719124,FALSE
EthicHub,2.67E-08,0,0,9.33E-06,3.70E-08,4.35E-05,8.24E-06,-0.002652298,FALSE
Marginless,3.10E-08,0,2.19E-08,1.72E-05,1.40E-07,4.35E-05,1.70E-05,-0.000752747,FALSE
ABLE,0.170044812,0,0.141677698,0.264138383,0.157773954,0.162436824,0.293482373,-0.209193083,FALSE
Cosmochain,9.18E-06,0,1.66E-06,0.000356177,1.48E-05,0.000793435,0.000312169,-0.020532444,FALSE
ChronoBank,1.97E-07,0,5.02E-08,8.48E-05,3.53E-07,0.000130428,9.11E-05,-0.001732399,FALSE
BitRewards,0,0,0,6.40E-05,0,0.00010869,5.82E-05,0,FALSE
Vanig,1.70E-07,0,1.55E-08,4.95E-05,4.15E-07,8.70E-05,5.50E-05,-0.00296824,FALSE
London Football Exchange,3.99E-07,0,1.42E-07,9.97E-05,7.64E-07,0.000130428,8.85E-05,-0.00268418,FALSE
LemoChain,9.54E-09,0,1.33E-09,8.40E-05,1.64E-08,3.26E-05,9.02E-05,-9.39E-05,FALSE
SurruS,1.70E-08,0,1.62E-08,0.000100618,4.93E-08,6.52E-05,9.99E-05,-4.07E-05,FALSE
CPROP,6.02E-07,0,4.51E-08,0.000232038,1.14E-06,0.000249986,0.000267816,-0.002268353,FALSE
Bundle,0.000643501,0,0.000372533,0.003704016,0.000906878,0.00169556,0.004279241,-0.088433969,FALSE
3DES,1.84E-05,0,9.43E-06,0.00105285,0.000124212,0.001195587,0.00105139,-0.009732715,FALSE
Contract Vault,7.85E-07,0,2.27E-08,0.000161288,8.79E-07,0.000130428,9.40E-05,-0.004416439,FALSE
Modex,1.58E-07,0,5.14E-08,0.000283373,2.59E-07,0.000239117,0.000313139,-0.000385668,FALSE
Modorr,1.53E-08,0,0,1.85E-05,2.05E-08,5.43E-05,1.28E-05,-0.000767236,FALSE
BitFence,0,0,0,0,0,0,0,0,FALSE
MaxiMine,2.29E-09,0,2.72E-09,2.99E-06,4.11E-09,1.09E-05,1.94E-06,-5.21E-05,FALSE
Biotron,1.92E-05,0,2.11E-06,0.000441114,7.77E-06,0.000815173,0.000448622,-0.036978175,FALSE
Berith,5.90E-07,0,0,7.15E-05,2.10E-06,0.0003152,4.90E-05,-0.007662172,FALSE
Moneda,2.23E-05,0,4.98E-05,0.001728429,6.93E-05,0.001847726,0.001794974,0.008877807,FALSE
CyteCoin,7.00E-09,0,1.84E-09,2.69E-05,1.64E-08,4.35E-05,2.40E-05,-0.000192235,FALSE
BitLumens,1.14E-07,0,2.12E-08,0.000113872,1.77E-07,0.000130428,0.000114397,-0.000797242,FALSE
Union,0.002554209,0,0.006405919,0.005591118,0.003638369,0.004630183,0.005545127,0.405470057,TRUE
BHOM,1.54E-05,0,7.59E-07,9.80E-05,4.24E-06,0.000358676,0.000105188,-0.139838789,FALSE
Potentiam,4.02E-06,0,2.00E-06,0.000229798,1.66E-06,0.000326069,0.000205528,-0.009949138,FALSE
Emrify,0,0,0,0,0,0,0,0,FALSE
Hai Project,0,0,0,1.68E-05,0,1.09E-05,1.89E-05,0,FALSE
LangNet,1.11E-05,0,1.25E-06,0.000223451,3.75E-06,9.78E-05,0.000265877,-0.042245817,FALSE
Ambr,0.000731737,0,0.00131796,0.004745478,0.000796318,0.003043313,0.004522094,0.057951436,TRUE
Snovio,1.60E-06,0,1.96E-06,0.000895669,4.98E-06,0.000934732,0.000974802,-7.08E-05,FALSE
Alvalor,3.95E-07,0,1.99E-07,0.000551253,7.81E-07,0.000347807,0.000464134,-0.000403885,FALSE
Triggmine,7.52E-08,0,0,8.59E-06,4.52E-08,1.09E-05,3.64E-06,-0.008125333,FALSE
Thorium,4.82E-05,0,5.59E-05,0.000125073,9.04E-05,0.000152166,0.000111247,-0.034398761,FALSE
Sport X,2.95E-07,0,3.04E-06,0.000447648,5.96E-06,0.001184718,0.000358704,0.004302352,FALSE
MOS,0.152616051,0,0.12783465,0.21905102,0.142207941,0.140916255,0.238505416,-0.224155295,FALSE
VRT World,4.35E-09,0,0,6.72E-06,2.47E-08,1.09E-05,3.39E-06,-0.000601375,FALSE
DateMe,2.65E-08,0,2.29E-07,9.52E-05,1.03E-06,7.61E-05,9.26E-05,0.001482573,FALSE
Helios Protocol,3.72E-07,0,2.32E-08,4.33E-05,4.03E-07,0.000184773,1.31E-05,-0.007584413,FALSE
Gravity GZRO,0,0,0,0,0,0,0,0,FALSE
Gosama,1.07E-06,0,8.82E-07,5.06E-05,2.31E-06,6.52E-05,5.26E-05,-0.00692882,FALSE
LaneAxis,8.24E-08,0,0,6.91E-06,5.75E-08,7.61E-05,6.30E-06,-0.011069975,FALSE
CRYPTTO,6.01E-07,0,4.98E-08,0.000331162,1.29E-06,0.000260855,0.000389242,-0.001574432,FALSE
Sleecoin,0,0,0,0,0,0,0,0,FALSE
NAU,0.001414311,0,0.001429259,0.004277483,0.001244298,0.004336721,0.004390003,-0.064978518,FALSE
TrigID,2.40E-05,0,1.33E-07,8.06E-05,1.33E-05,0.000304331,6.33E-05,-0.275140078,FALSE
VeChain,0.003368694,0,0.000452767,0.00478244,0.002096732,0.007043095,0.004326745,-0.585236239,FALSE
NWP Solution,2.37E-07,0,1.19E-08,4.76E-05,1.89E-07,8.70E-05,4.51E-05,-0.004444153,FALSE
Kinguin,1.04E-08,0,1.53E-09,6.55E-05,2.88E-08,0.00010869,6.40E-05,-0.000130155,FALSE
Goldiam,1.40E-06,0,9.21E-08,0.000275346,9.82E-07,0.000293462,0.00026515,-0.004475406,FALSE
First Trading Ecosystem,0,0,0,0,0,0,0,0,FALSE
Cybereits,0,0,0,0,0,0,0,0,FALSE
Blocknubie,3.59E-09,0,0,4.85E-06,4.11E-09,1.09E-05,3.64E-06,-0.000687143,FALSE
HOLD,0.036859192,0,0.034763607,0.097940054,0.039930002,0.060648878,0.106448794,-0.092330664,FALSE
BCharity,1.09E-06,0,1.73E-07,0.000187609,5.18E-07,0.000173904,0.000189774,-0.004742709,FALSE
ALAX,0.001465097,0,0.001245144,0.002933419,0.001572208,0.001923808,0.003143992,-0.156259986,FALSE
Blockchain Hotels 2.0,0,0,0,0,0,0,0,0,FALSE
Crypto Angel,3.69E-06,0,4.52E-08,0.000261159,1.60E-06,0.000510842,0.000273633,-0.012996313,FALSE
Flashmoni,1.56E-07,0,8.98E-09,4.44E-05,1.56E-07,0.000152166,3.76E-05,-0.003120362,FALSE
BLACKFOL.IO,0,0,0,0,0,0,0,0,FALSE
Disciplina,7.29E-06,0,3.37E-06,0.001207417,1.74E-05,9.78E-05,0.001532005,-0.003583603,FALSE
Birake,2.35E-08,0,0,1.53E-05,4.11E-08,4.35E-05,1.33E-05,-0.001425504,FALSE
ExtraCredit,3.39E-06,0,0,2.20E-05,2.24E-06,5.43E-05,1.53E-05,-0.142660406,FALSE
HowDoo,3.32E-05,0,7.66E-06,0.000997221,4.00E-05,0.000999946,0.000718377,-0.025365025,FALSE
SANCOJ,2.97E-08,0,0,2.05E-05,3.29E-08,2.17E-05,2.28E-05,-0.001342992,FALSE
Smart Unit,6.31E-05,0,2.21E-05,0.000311561,2.16E-05,0.000467366,0.000295446,-0.136576835,FALSE
Papyrus,1.76E-05,0,8.54E-05,6.10E-05,5.54E-05,7.61E-05,5.84E-05,0.745605619,TRUE
WeiCrowd,0,0,0,0,0,0,0,0,FALSE
Talao,3.90E-07,0,4.37E-07,3.57E-05,1.01E-06,6.52E-05,2.93E-05,-0.0012737,FALSE
Etheal,2.83E-07,0,1.03E-08,0.000120779,4.93E-07,6.52E-05,0.00012385,-0.002111626,FALSE
StasyQ,0,0,0,8.59E-06,3.16E-07,0.000141297,4.12E-06,0,FALSE
BTU Protocol,7.51E-09,0,0,3.23E-05,1.23E-08,3.26E-05,3.54E-05,-0.000215879,FALSE
Pantos by Bitpanda,0,0,0,0,0,0,0,0,FALSE
Safein,2.93E-09,0,1.38E-08,2.20E-05,1.64E-08,3.26E-05,2.42E-05,0.000330315,FALSE
Eniac Network,3.99E-09,0,0,1.96E-05,8.22E-09,2.17E-05,1.94E-05,-0.000189072,FALSE
Fox Trading,1.28E-05,0,6.42E-06,5.92E-05,2.09E-05,0.00010869,5.33E-05,-0.121757554,FALSE
Decibels,1.44E-07,0,1.93E-07,2.09E-05,9.66E-07,1.09E-05,2.35E-05,0.000301035,FALSE
MF Chain,3.94E-07,0,3.25E-08,0.000167261,9.99E-07,0.0003152,0.000140573,-0.002046071,FALSE
Cryptelo,2.51E-07,0,0,9.71E-06,1.77E-07,6.52E-05,7.03E-06,-0.023975561,FALSE
Cartel,0.048303604,0,0.028634246,0.003961254,0.026056927,0.003456334,0.004010213,-6.084557155,FALSE
Bobâs Repair,1.17E-06,0,0,0.0001331,1.57E-06,0.000152166,5.50E-05,-0.00818271,FALSE
Measurable Data Token,4.30E-07,0,1.72E-07,0.000141873,3.70E-07,0.000358676,0.00013209,-0.001937575,FALSE
Blok,0.000260024,0,0.000130954,0.000752116,0.000140046,0.00073909,0.000809023,-0.194827963,FALSE
AdSigma,1.18E-08,0,0,6.91E-06,1.23E-08,1.09E-05,6.06E-06,-0.001584898,FALSE
PayVX,0,0,0,0,0,0,0,0,FALSE
Instant Assets Tokens,3.70E-07,0,6.70E-09,3.60E-05,2.05E-07,4.35E-05,4.29E-05,-0.009390671,FALSE
Algebraix,1.45E-05,0,1.68E-06,0.0002774,1.83E-05,0.000489104,0.000246488,-0.043987055,FALSE
Chimaera,3.72E-08,0,0,2.43E-05,1.11E-07,5.43E-05,2.35E-05,-0.001421925,FALSE
Essentia,0.007984649,0,0.007453537,0.018448394,0.006206632,0.007575675,0.021808959,-0.109211488,FALSE
Pibble,6.34E-05,0,8.77E-05,0.000854974,5.84E-05,0.00116298,0.001082898,0.005421324,FALSE
eCharge,1.11E-05,0,9.10E-06,0.00049637,6.00E-05,0.000467366,0.000578774,-0.007399135,FALSE
Flux,0.001312588,0,0.000804069,0.001815046,0.001212732,0.001923808,0.001887558,-0.350488132,FALSE
LAPO,8.88E-06,0,8.28E-06,0.000726541,1.06E-05,0.000456497,0.000810477,-0.003096503,FALSE
VeriME,8.17E-08,0,0,8.21E-06,4.93E-08,2.17E-05,3.39E-06,-0.009233555,FALSE
Crestonium,0,0,1.15E-06,2.05E-06,5.26E-07,1.09E-05,7.27E-07,0.405769022,TRUE
OS University,0,0,0,0,0,0,0,0,FALSE
Friend Unifying Platform,0,0,0,0.000144487,0,9.78E-05,0.000159235,0,FALSE
Photochain,1.42E-06,0,9.01E-07,0.000346283,4.78E-06,0.000456497,0.00032041,-0.001930958,FALSE
Aeternum,1.42E-05,0,1.01E-05,0.001445989,9.47E-06,0.00169556,0.001521583,-0.004036227,FALSE
Xmoneta,0,0,0,0,0,0,0,0,FALSE
Aphelion,2.29E-05,0,6.25E-05,0.000687526,6.70E-05,0.001010815,0.000739706,0.034882906,TRUE
Koios,1.15E-05,0,4.97E-06,4.72E-05,2.16E-06,4.35E-05,5.53E-05,-0.148806634,FALSE
Blockshipping,1.54E-07,0,1.02E-08,2.28E-05,2.14E-07,3.26E-05,1.45E-05,-0.005932608,FALSE
AIDA Service,0,0,0,0,0,0,0,0,FALSE
Trifid,0.000185863,0,7.00E-05,0.000505144,0.000272028,0.00073909,0.000514789,-0.241117441,FALSE
DarcMatter,1.08E-06,0,1.53E-07,4.97E-05,1.37E-06,0.000119559,4.70E-05,-0.017894576,FALSE
Signals,0.001360138,0,0.00155755,0.002353605,0.00204671,0.001608608,0.002452517,-0.057267332,FALSE
Oyster Shell,6.88E-05,0,1.72E-05,0.000612482,0.000223001,0.001217325,0.000559384,-0.083913308,FALSE
CashBag,5.30E-07,0,2.36E-07,6.44E-05,8.47E-07,3.26E-05,8.12E-05,-0.004979354,FALSE
Viola,0.022920228,0,0.048060397,0.008613582,0.041004082,0.006075757,0.009520682,1.56973997,TRUE
Cappasity,3.19E-06,0,7.81E-07,0.000247905,5.16E-06,0.000478235,0.000256425,-0.009680574,FALSE
PHI,0.01859138,0,0.017136691,0.03488984,0.036657031,0.019151133,0.039108669,-0.138981714,FALSE
Biograffi,0,0,0,0,0,0,0,0,FALSE
Gluon,0.001056489,0,0.000666262,0.000820812,0.000666851,0.001782512,0.000591619,-0.606987783,FALSE
Fishcoin,5.30E-05,0,2.69E-05,0.000280387,2.35E-05,0.000347807,0.000162144,-0.105889236,FALSE
BZLcoin,0,0,0,0,0,0,0,0,FALSE
A2B Taxi,1.54E-07,0,0,1.89E-05,2.63E-07,7.61E-05,1.19E-05,-0.007589806,FALSE
Monanex,9.65E-08,0,1.33E-08,0.000136273,1.23E-07,0.000217379,0.000128455,-0.000586347,FALSE
Gladius,5.54E-06,0,1.05E-05,0.000234464,1.63E-05,0.000336938,0.000256667,0.010584916,TRUE
Elementh,2.14E-06,0,2.21E-06,0.000128246,2.91E-06,0.00010869,0.000137665,-0.003023922,FALSE
Callisto,1.27E-06,0,6.72E-08,6.42E-05,7.56E-07,0.000119559,6.30E-05,-0.01760254,FALSE
CIBUS,1.40E-05,0,1.37E-05,0.000409566,5.66E-05,0.000804304,0.000427294,-0.007628219,FALSE
ConnectJob,0,0,0,0,0,0,0,0,FALSE
BitNautic,6.35E-08,0,0,6.16E-06,1.07E-07,2.17E-05,4.36E-06,-0.009569817,FALSE
WOTER,0,0,0,8.21E-06,0,1.09E-05,7.51E-06,0,FALSE
Ethearnal,5.43E-07,0,1.40E-08,9.65E-05,5.75E-07,0.000326069,0.000100825,-0.005112377,FALSE
Bitcore,8.57E-06,0,4.57E-07,0.000594748,1.08E-05,0.001184718,0.000572472,-0.012812715,FALSE
Game Loot Network,1.16E-06,0,1.50E-07,0.000132353,1.86E-06,0.000206511,7.85E-05,-0.007285948,FALSE
MyDFS,5.65E-08,0,1.72E-08,5.90E-05,1.64E-07,0.00010869,6.03E-05,-0.000678009,FALSE
Semux,6.14E-07,0,1.79E-07,0.000333216,1.02E-06,0.000663007,0.000361612,-0.001323117,FALSE
Storweey,3.57E-07,0,0,2.43E-05,2.79E-07,6.52E-05,2.35E-05,-0.013653434,FALSE
WAR FIELD,3.81E-05,0,0.000245375,0.000407513,6.03E-05,0.000836911,0.00043408,0.349050785,TRUE
Leonardian,1.44E-05,0,4.63E-07,9.95E-05,2.88E-05,0.000391283,8.24E-05,-0.13071918,FALSE
Cornucopia,4.02E-06,0,3.45E-06,0.00035487,3.37E-06,0.000641269,0.000392393,-0.003488819,FALSE
Tutellus,1.90E-08,0,1.28E-09,5.02E-05,2.47E-08,5.43E-05,5.70E-05,-0.000332373,FALSE
Corl,3.60E-08,0,1.22E-08,0.000227931,1.81E-07,7.61E-05,0.000280419,-0.000107569,FALSE
Prandex,2.14E-07,0,0,2.46E-05,1.40E-07,5.43E-05,2.54E-05,-0.008073168,FALSE
Dizcovery Network,1.25E-08,0,0,7.36E-05,3.70E-08,8.70E-05,6.47E-05,-0.000157946,FALSE
BlockFollow,0,0,0,0,0,0,0,0,FALSE
webRunes,4.61E-09,0,0,1.87E-06,8.22E-09,1.09E-05,1.45E-06,-0.002290142,FALSE
Invest in Brokers,1.60E-09,0,7.31E-10,1.23E-05,8.22E-09,1.09E-05,1.36E-05,-7.76E-05,FALSE
ApolloChain,8.68E-07,0,3.83E-08,0.000159421,8.10E-07,0.000173904,0.000134029,-0.004879466,FALSE
uRunIt,7.29E-08,0,0,7.84E-06,5.34E-08,2.17E-05,8.00E-06,-0.008628515,FALSE
AllStocks,2.06E-07,0,4.28E-09,0.00013198,1.32E-07,0.000152166,0.000136695,-0.001427998,FALSE
