model_name,best_precision,best_recall,best_f1,best_accuracy
XGBoost,0.5135135135135135,1.0,0.6785714285714286,0.9487179487179487
LightGBM,1.0,0.8947368421052632,0.9444444444444444,0.9943019943019943
RandomForest,0.4444444444444444,0.9473684210526315,0.5217391304347826,0.9373219373219374
