model_name,best_precision,best_recall,best_f1,best_accuracy
XGBoost,0.8854166666666666,0.9659090909090909,0.9239130434782609,0.9601139601139601
LightGBM,0.9753086419753086,0.9431818181818182,0.9540229885057471,0.9772079772079773
RandomForest,0.875,0.9425287356321839,0.8397790055248618,0.9228571428571428
