model_name,best_precision,best_recall,best_f1,best_accuracy
XGBoost,0.9339622641509434,0.9541284403669725,0.9209302325581395,0.9514285714285714
LightGBM,0.9523809523809523,0.963302752293578,0.9345794392523364,0.9601139601139601
RandomForest,0.8648648648648649,0.908256880733945,0.8727272727272727,0.9202279202279202
